model.id,biobase.id,mDataType
f12.PHLC148.TPX.cetuximab.P812,PHLC148,mutation
f12.PHLC148.TPX.control.P810,PHLC148,RNASeq
f12.PHLC148.TPX.control.P810,PHLC148,CNV
f12.PHLC148.TPX.control.P810,PHLC148,mutation
f12.PHLC148.TPX.cetuximab.P809,PHLC148,RNASeq
f12.PHLC148.TPX.cetuximab.P809,PHLC148,CNV
f12.PHLC148.TPX.cetuximab.P809,PHLC148,mutation
f12.PHLC148.TPX.cetuximab.P813,PHLC148,RNASeq
f12.PHLC148.TPX.cetuximab.P813,PHLC148,CNV
f12.PHLC148.TPX.cetuximab.P813,PHLC148,mutation
f12.PHLC148.TPX.afatinib.P815,PHLC148,RNASeq
f12.PHLC148.TPX.afatinib.P815,PHLC148,CNV
f12.PHLC148.TPX.afatinib.P815,PHLC148,mutation
f12.PHLC148.TPX.cetuximab.P816,PHLC148,RNASeq
f12.PHLC148.TPX.cetuximab.P816,PHLC148,CNV
f12.PHLC148.TPX.cetuximab.P816,PHLC148,mutation
f12.PHLC148.TPX.afatinib.P814,PHLC148,RNASeq
f12.PHLC148.TPX.afatinib.P814,PHLC148,CNV
f12.PHLC148.TPX.afatinib.P814,PHLC148,mutation
f12.PHLC148.TPX.control.P808,PHLC148,RNASeq
f12.PHLC148.TPX.control.P808,PHLC148,CNV
f12.PHLC148.TPX.control.P808,PHLC148,mutation
f12.PHLC148.TPX.cetuximab.P802,PHLC148,RNASeq
f12.PHLC148.TPX.cetuximab.P802,PHLC148,CNV
f12.PHLC148.TPX.cetuximab.P802,PHLC148,mutation
f12.PHLC148.TPX.control.P801,PHLC148,RNASeq
f12.PHLC148.TPX.control.P801,PHLC148,CNV
f12.PHLC148.TPX.control.P801,PHLC148,mutation
f12.PHLC148.TPX.control.P803,PHLC148,RNASeq
f12.PHLC148.TPX.control.P803,PHLC148,CNV
f12.PHLC148.TPX.control.P803,PHLC148,mutation
f12.PHLC148.TPX.afatinib.P806,PHLC148,RNASeq
f12.PHLC148.TPX.afatinib.P806,PHLC148,CNV
f12.PHLC148.TPX.afatinib.P806,PHLC148,mutation
f12.PHLC148.TPX.afatinib.P805,PHLC148,RNASeq
f12.PHLC148.TPX.afatinib.P805,PHLC148,CNV
f12.PHLC148.TPX.afatinib.P805,PHLC148,mutation
f12.PHLC148.TPX.control.P804,PHLC148,RNASeq
f12.PHLC148.TPX.control.P804,PHLC148,CNV
f12.PHLC148.TPX.control.P804,PHLC148,mutation
f10.PHLC148.TPX.erlotinib.P1118,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib.P1118,PHLC148,CNV
f10.PHLC148.TPX.erlotinib.P1118,PHLC148,mutation
f10.PHLC148.TPX.erlotinib.P1119,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib.P1119,PHLC148,CNV
f10.PHLC148.TPX.erlotinib.P1119,PHLC148,mutation
f10.PHLC148.TPX.crizotinib.P1120,PHLC148,RNASeq
f10.PHLC148.TPX.crizotinib.P1120,PHLC148,CNV
f10.PHLC148.TPX.crizotinib.P1120,PHLC148,mutation
f10.PHLC148.TPX.control.P1117,PHLC148,RNASeq
f10.PHLC148.TPX.control.P1117,PHLC148,CNV
f10.PHLC148.TPX.control.P1117,PHLC148,mutation
f10.PHLC148.TPX.erlotinib+crizotinib.P1116,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib+crizotinib.P1116,PHLC148,CNV
f10.PHLC148.TPX.erlotinib+crizotinib.P1116,PHLC148,mutation
f10.PHLC148.TPX.crizotinib.P1121,PHLC148,RNASeq
f10.PHLC148.TPX.crizotinib.P1121,PHLC148,CNV
f10.PHLC148.TPX.crizotinib.P1121,PHLC148,mutation
f10.PHLC148.TPX.erlotinib.P1112,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib.P1112,PHLC148,CNV
f10.PHLC148.TPX.erlotinib.P1112,PHLC148,mutation
f10.PHLC148.TPX.control.P1113,PHLC148,RNASeq
f10.PHLC148.TPX.control.P1113,PHLC148,CNV
f10.PHLC148.TPX.control.P1113,PHLC148,mutation
f10.PHLC148.TPX.crizotinib.P1114,PHLC148,RNASeq
f10.PHLC148.TPX.crizotinib.P1114,PHLC148,CNV
f10.PHLC148.TPX.crizotinib.P1114,PHLC148,mutation
f10.PHLC148.TPX.erlotinib.P1115,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib.P1115,PHLC148,CNV
f10.PHLC148.TPX.erlotinib.P1115,PHLC148,mutation
f10.PHLC148.TPX.erlotinib+crizotinib.P1127,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib+crizotinib.P1127,PHLC148,CNV
f10.PHLC148.TPX.erlotinib+crizotinib.P1127,PHLC148,mutation
f11.PHLC148.TPX.control.P601,PHLC148,RNASeq
f11.PHLC148.TPX.control.P601,PHLC148,CNV
f11.PHLC148.TPX.control.P601,PHLC148,mutation
f10.PHLC148.TPX.control.P1126,PHLC148,RNASeq
f10.PHLC148.TPX.control.P1126,PHLC148,CNV
f10.PHLC148.TPX.control.P1126,PHLC148,mutation
f11.PHLC148.TPX.dacomitinib.P603,PHLC148,RNASeq
f11.PHLC148.TPX.dacomitinib.P603,PHLC148,CNV
f11.PHLC148.TPX.dacomitinib.P603,PHLC148,mutation
f11.PHLC148.TPX.control.P602,PHLC148,RNASeq
f11.PHLC148.TPX.control.P602,PHLC148,CNV
f11.PHLC148.TPX.control.P602,PHLC148,mutation
f10.PHLC148.TPX.erlotinib+crizotinib.P1125,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib+crizotinib.P1125,PHLC148,CNV
f10.PHLC148.TPX.erlotinib+crizotinib.P1125,PHLC148,mutation
f10.PHLC148.TPX.crizotinib.P1123,PHLC148,RNASeq
f10.PHLC148.TPX.crizotinib.P1123,PHLC148,CNV
f10.PHLC148.TPX.crizotinib.P1123,PHLC148,mutation
f10.PHLC148.TPX.erlotinib+crizotinib.P1124,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib+crizotinib.P1124,PHLC148,CNV
f10.PHLC148.TPX.erlotinib+crizotinib.P1124,PHLC148,mutation
f10.PHLC148.TPX.erlotinib.P1122,PHLC148,RNASeq
f10.PHLC148.TPX.erlotinib.P1122,PHLC148,CNV
f10.PHLC148.TPX.erlotinib.P1122,PHLC148,mutation
f48.PHLC151.TPX.control.P601,PHLC151,RNASeq
f48.PHLC151.TPX.control.P601,PHLC151,CNV
f48.PHLC151.TPX.control.P601,PHLC151,mutation
f48.PHLC151.TPX.control.P605,PHLC151,RNASeq
f48.PHLC151.TPX.control.P605,PHLC151,CNV
f48.PHLC151.TPX.control.P605,PHLC151,mutation
f48.PHLC151.TPX.control.P604,PHLC151,RNASeq
f48.PHLC151.TPX.control.P604,PHLC151,CNV
f48.PHLC151.TPX.control.P604,PHLC151,mutation
f48.PHLC151.TPX.control.P603,PHLC151,RNASeq
f48.PHLC151.TPX.control.P603,PHLC151,CNV
f48.PHLC151.TPX.control.P603,PHLC151,mutation
f48.PHLC151.TPX.control.P602,PHLC151,RNASeq
f48.PHLC151.TPX.control.P602,PHLC151,CNV
f48.PHLC151.TPX.control.P602,PHLC151,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P612,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P612,PHLC153,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P611,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P611,PHLC153,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P603,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P603,PHLC153,mutation
f49.PHLC153.TPX.control.P610,PHLC153,RNASeq
f49.PHLC153.TPX.control.P610,PHLC153,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P602,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P602,PHLC153,mutation
f49.PHLC153.TPX.control.P601,PHLC153,RNASeq
f49.PHLC153.TPX.control.P601,PHLC153,mutation
f49.PHLC153.TPX.control.P608,PHLC153,RNASeq
f49.PHLC153.TPX.control.P608,PHLC153,mutation
f49.PHLC153.TPX.control.P607,PHLC153,RNASeq
f49.PHLC153.TPX.control.P607,PHLC153,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P606,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P606,PHLC153,mutation
f49.PHLC153.TPX.cisplatin+vinorelbine.P609,PHLC153,RNASeq
f49.PHLC153.TPX.cisplatin+vinorelbine.P609,PHLC153,mutation
f49.PHLC153.TPX.control.P604,PHLC153,RNASeq
f49.PHLC153.TPX.control.P604,PHLC153,mutation
f49.PHLC153.TPX.control.P605,PHLC153,RNASeq
f49.PHLC153.TPX.control.P605,PHLC153,mutation
f26.PHLC164.TPX.afatinib.P923,PHLC164,RNASeq
f26.PHLC164.TPX.afatinib.P923,PHLC164,CNV
f26.PHLC164.TPX.afatinib.P923,PHLC164,mutation
f26.PHLC164.TPX.afatinib.P917,PHLC164,RNASeq
f26.PHLC164.TPX.afatinib.P917,PHLC164,CNV
f26.PHLC164.TPX.afatinib.P917,PHLC164,mutation
f15.PHLC164.TPX.control.P7,PHLC164,RNASeq
f15.PHLC164.TPX.control.P7,PHLC164,CNV
f15.PHLC164.TPX.control.P7,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P10,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P10,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P10,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P11,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P11,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P11,PHLC164,mutation
f14.PHLC164.TPX.control.P1231,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1231,PHLC164,CNV
f14.PHLC164.TPX.control.P1231,PHLC164,mutation
f15.PHLC164.TPX.control.P1,PHLC164,RNASeq
f15.PHLC164.TPX.control.P1,PHLC164,CNV
f15.PHLC164.TPX.control.P1,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P12,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P12,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P12,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P13,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P13,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P13,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1225,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1225,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1225,PHLC164,mutation
f14.PHLC164.TPX.control.P1226,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1226,PHLC164,CNV
f14.PHLC164.TPX.control.P1226,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1227,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1227,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1227,PHLC164,mutation
f14.PHLC164.TPX.control.P1224,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1224,PHLC164,CNV
f14.PHLC164.TPX.control.P1224,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1223,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1223,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1223,PHLC164,mutation
f14.PHLC164.TPX.control.P1229,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1229,PHLC164,CNV
f14.PHLC164.TPX.control.P1229,PHLC164,mutation
f14.PHLC164.TPX.control.P1230,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1230,PHLC164,CNV
f14.PHLC164.TPX.control.P1230,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1228,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1228,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1228,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P4,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P4,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P4,PHLC164,mutation
f15.PHLC164.TPX.control.P5,PHLC164,RNASeq
f15.PHLC164.TPX.control.P5,PHLC164,CNV
f15.PHLC164.TPX.control.P5,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P3,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P3,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P3,PHLC164,mutation
f15.PHLC164.TPX.control.P6,PHLC164,RNASeq
f15.PHLC164.TPX.control.P6,PHLC164,CNV
f15.PHLC164.TPX.control.P6,PHLC164,mutation
f15.PHLC164.TPX.control.P2,PHLC164,RNASeq
f15.PHLC164.TPX.control.P2,PHLC164,CNV
f15.PHLC164.TPX.control.P2,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P14,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P14,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P14,PHLC164,mutation
f15.PHLC164.TPX.control.P15,PHLC164,RNASeq
f15.PHLC164.TPX.control.P15,PHLC164,CNV
f15.PHLC164.TPX.control.P15,PHLC164,mutation
f15.PHLC164.TPX.control.P16,PHLC164,RNASeq
f15.PHLC164.TPX.control.P16,PHLC164,CNV
f15.PHLC164.TPX.control.P16,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1204,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1204,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1204,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1205,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1205,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1205,PHLC164,mutation
f14.PHLC164.TPX.control.P1202,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1202,PHLC164,CNV
f14.PHLC164.TPX.control.P1202,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1203,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1203,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1203,PHLC164,mutation
f14.PHLC164.TPX.control.P1208,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1208,PHLC164,CNV
f14.PHLC164.TPX.control.P1208,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1207,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1207,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1207,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1209,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1209,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1209,PHLC164,mutation
f14.PHLC164.TPX.control.P1206,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1206,PHLC164,CNV
f14.PHLC164.TPX.control.P1206,PHLC164,mutation
f14.PHLC164.TPX.control.P1201,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1201,PHLC164,CNV
f14.PHLC164.TPX.control.P1201,PHLC164,mutation
f13.PHLC164.TPX.cetuximab+RO599.P91,PHLC164,RNASeq
f13.PHLC164.TPX.cetuximab+RO599.P91,PHLC164,CNV
f13.PHLC164.TPX.cetuximab+RO599.P91,PHLC164,mutation
f13.PHLC164.TPX.cetuximab+RO599.P92,PHLC164,RNASeq
f13.PHLC164.TPX.cetuximab+RO599.P92,PHLC164,CNV
f13.PHLC164.TPX.cetuximab+RO599.P92,PHLC164,mutation
f13.PHLC164.TPX.dacomitinib.P85,PHLC164,RNASeq
f13.PHLC164.TPX.dacomitinib.P85,PHLC164,CNV
f13.PHLC164.TPX.dacomitinib.P85,PHLC164,mutation
f13.PHLC164.TPX.erlotinib+RO599.P94,PHLC164,RNASeq
f13.PHLC164.TPX.erlotinib+RO599.P94,PHLC164,CNV
f13.PHLC164.TPX.erlotinib+RO599.P94,PHLC164,mutation
f13.PHLC164.TPX.erlotinib.P93,PHLC164,RNASeq
f13.PHLC164.TPX.erlotinib.P93,PHLC164,CNV
f13.PHLC164.TPX.erlotinib.P93,PHLC164,mutation
f14.PHLC164.TPX.control.P1218,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1218,PHLC164,CNV
f14.PHLC164.TPX.control.P1218,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1219,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1219,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1219,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1217,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1217,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1217,PHLC164,mutation
f14.PHLC164.TPX.control.P1216,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1216,PHLC164,CNV
f14.PHLC164.TPX.control.P1216,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1221,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1221,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1221,PHLC164,mutation
f14.PHLC164.TPX.afatinib.P1222,PHLC164,RNASeq
f14.PHLC164.TPX.afatinib.P1222,PHLC164,CNV
f14.PHLC164.TPX.afatinib.P1222,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1220,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1220,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1220,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1211,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1211,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1211,PHLC164,mutation
f14.PHLC164.TPX.afatinib.P1212,PHLC164,RNASeq
f14.PHLC164.TPX.afatinib.P1212,PHLC164,CNV
f14.PHLC164.TPX.afatinib.P1212,PHLC164,mutation
f14.PHLC164.TPX.control.P1210,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1210,PHLC164,CNV
f14.PHLC164.TPX.control.P1210,PHLC164,mutation
f14.PHLC164.TPX.dacomitinib.P1214,PHLC164,RNASeq
f14.PHLC164.TPX.dacomitinib.P1214,PHLC164,CNV
f14.PHLC164.TPX.dacomitinib.P1214,PHLC164,mutation
f14.PHLC164.TPX.afatinib.P1215,PHLC164,RNASeq
f14.PHLC164.TPX.afatinib.P1215,PHLC164,CNV
f14.PHLC164.TPX.afatinib.P1215,PHLC164,mutation
f14.PHLC164.TPX.control.P1213,PHLC164,RNASeq
f14.PHLC164.TPX.control.P1213,PHLC164,CNV
f14.PHLC164.TPX.control.P1213,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1829,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1829,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1829,PHLC164,mutation
f16.PHLC164.TPX.valproic.P1830,PHLC164,RNASeq
f16.PHLC164.TPX.valproic.P1830,PHLC164,CNV
f16.PHLC164.TPX.valproic.P1830,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1827,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1827,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1827,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1828,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1828,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1828,PHLC164,mutation
f16.PHLC164.TPX.cisplatin.P1831,PHLC164,RNASeq
f16.PHLC164.TPX.cisplatin.P1831,PHLC164,CNV
f16.PHLC164.TPX.cisplatin.P1831,PHLC164,mutation
f16.PHLC164.TPX.control.P1832,PHLC164,RNASeq
f16.PHLC164.TPX.control.P1832,PHLC164,CNV
f16.PHLC164.TPX.control.P1832,PHLC164,mutation
f16.PHLC164.TPX.control.P1833,PHLC164,RNASeq
f16.PHLC164.TPX.control.P1833,PHLC164,CNV
f16.PHLC164.TPX.control.P1833,PHLC164,mutation
f16.PHLC164.TPX.valproic.P1823,PHLC164,RNASeq
f16.PHLC164.TPX.valproic.P1823,PHLC164,CNV
f16.PHLC164.TPX.valproic.P1823,PHLC164,mutation
f16.PHLC164.TPX.control.P1824,PHLC164,RNASeq
f16.PHLC164.TPX.control.P1824,PHLC164,CNV
f16.PHLC164.TPX.control.P1824,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1822,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1822,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1822,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1821,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1821,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1821,PHLC164,mutation
f16.PHLC164.TPX.cisplatin.P1826,PHLC164,RNASeq
f16.PHLC164.TPX.cisplatin.P1826,PHLC164,CNV
f16.PHLC164.TPX.cisplatin.P1826,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1825,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1825,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1825,PHLC164,mutation
f16.PHLC164.TPX.valproic.P1834,PHLC164,RNASeq
f16.PHLC164.TPX.valproic.P1834,PHLC164,CNV
f16.PHLC164.TPX.valproic.P1834,PHLC164,mutation
f17.PHLC164.TPX.afatinib.P704,PHLC164,RNASeq
f17.PHLC164.TPX.afatinib.P704,PHLC164,CNV
f17.PHLC164.TPX.afatinib.P704,PHLC164,mutation
f17.PHLC164.TPX.dacomitinib.P703,PHLC164,RNASeq
f17.PHLC164.TPX.dacomitinib.P703,PHLC164,CNV
f17.PHLC164.TPX.dacomitinib.P703,PHLC164,mutation
f17.PHLC164.TPX.control.P705,PHLC164,RNASeq
f17.PHLC164.TPX.control.P705,PHLC164,CNV
f17.PHLC164.TPX.control.P705,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1835,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1835,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1835,PHLC164,mutation
f17.PHLC164.TPX.dacomitinib.P701,PHLC164,RNASeq
f17.PHLC164.TPX.dacomitinib.P701,PHLC164,CNV
f17.PHLC164.TPX.dacomitinib.P701,PHLC164,mutation
f17.PHLC164.TPX.control.P702,PHLC164,RNASeq
f17.PHLC164.TPX.control.P702,PHLC164,CNV
f17.PHLC164.TPX.control.P702,PHLC164,mutation
f16.PHLC164.TPX.cisplatin.P1820,PHLC164,RNASeq
f16.PHLC164.TPX.cisplatin.P1820,PHLC164,CNV
f16.PHLC164.TPX.cisplatin.P1820,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1803,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1803,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1803,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1805,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1805,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1805,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1807,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1807,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1807,PHLC164,mutation
f16.PHLC164.TPX.control.P1802,PHLC164,RNASeq
f16.PHLC164.TPX.control.P1802,PHLC164,CNV
f16.PHLC164.TPX.control.P1802,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1808,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1808,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1808,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1809,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1809,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1809,PHLC164,mutation
f15.PHLC164.TPX.dacomitinib.P8,PHLC164,RNASeq
f15.PHLC164.TPX.dacomitinib.P8,PHLC164,CNV
f15.PHLC164.TPX.dacomitinib.P8,PHLC164,mutation
f15.PHLC164.TPX.control.P9,PHLC164,RNASeq
f15.PHLC164.TPX.control.P9,PHLC164,CNV
f15.PHLC164.TPX.control.P9,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1801,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1801,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1801,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1816,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1816,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1816,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1817,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1817,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1817,PHLC164,mutation
f16.PHLC164.TPX.cisplatin.P1818,PHLC164,RNASeq
f16.PHLC164.TPX.cisplatin.P1818,PHLC164,CNV
f16.PHLC164.TPX.cisplatin.P1818,PHLC164,mutation
f16.PHLC164.TPX.afatinib.P1815,PHLC164,RNASeq
f16.PHLC164.TPX.afatinib.P1815,PHLC164,CNV
f16.PHLC164.TPX.afatinib.P1815,PHLC164,mutation
f16.PHLC164.TPX.cisplatin.P1819,PHLC164,RNASeq
f16.PHLC164.TPX.cisplatin.P1819,PHLC164,CNV
f16.PHLC164.TPX.cisplatin.P1819,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib.P1811,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib.P1811,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib.P1811,PHLC164,mutation
f16.PHLC164.TPX.dacomitinib+valproic.P1812,PHLC164,RNASeq
f16.PHLC164.TPX.dacomitinib+valproic.P1812,PHLC164,CNV
f16.PHLC164.TPX.dacomitinib+valproic.P1812,PHLC164,mutation
f16.PHLC164.TPX.control.P1813,PHLC164,RNASeq
f16.PHLC164.TPX.control.P1813,PHLC164,CNV
f16.PHLC164.TPX.control.P1813,PHLC164,mutation
f16.PHLC164.TPX.valproic.P1810,PHLC164,RNASeq
f16.PHLC164.TPX.valproic.P1810,PHLC164,CNV
f16.PHLC164.TPX.valproic.P1810,PHLC164,mutation
f16.PHLC164.TPX.valproic.P1814,PHLC164,RNASeq
f16.PHLC164.TPX.valproic.P1814,PHLC164,CNV
f16.PHLC164.TPX.valproic.P1814,PHLC164,mutation
f13.PHLC164.TPX.control.P145,PHLC164,RNASeq
f13.PHLC164.TPX.control.P145,PHLC164,CNV
f13.PHLC164.TPX.control.P145,PHLC164,mutation
f13.PHLC164.TPX.cetuximab.P15,PHLC164,RNASeq
f13.PHLC164.TPX.cetuximab.P15,PHLC164,CNV
f13.PHLC164.TPX.cetuximab.P15,PHLC164,mutation
f13.PHLC164.TPX.erlotinib.P144,PHLC164,RNASeq
f13.PHLC164.TPX.erlotinib.P144,PHLC164,CNV
f13.PHLC164.TPX.erlotinib.P144,PHLC164,mutation
f13.PHLC164.TPX.erlotinib+RO599.P152,PHLC164,RNASeq
f13.PHLC164.TPX.erlotinib+RO599.P152,PHLC164,CNV
f13.PHLC164.TPX.erlotinib+RO599.P152,PHLC164,mutation
f13.PHLC164.TPX.cetuximab.P153,PHLC164,RNASeq
f13.PHLC164.TPX.cetuximab.P153,PHLC164,CNV
f13.PHLC164.TPX.cetuximab.P153,PHLC164,mutation
f13.PHLC164.TPX.erlotinib.P151,PHLC164,RNASeq
